Sample in Buffer,Sample in Window,TRIGGER,UART_Transfer_i/clock_out_top_0/U0/fifo_count_slv[3:0],UART_Transfer_i/clock_out_top_0/U0/glitching_done,UART_Transfer_i/clock_out_top_0/U0/tdc_code[7:0],UART_Transfer_i/clock_out_top_0/U0/gpio_latched[15:0],UART_Transfer_i/clock_out_top_0/U0/display_ptr_slv[2:0],UART_Transfer_i/clock_out_top_0/U0/tdc_code_latched[7:0],UART_Transfer_i/clock_out_top_0/U0/glitch_fifo_debug[15:0]
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX
15999,15999,0,7,0,01,0000,5,01,0080
16000,16000,0,7,0,01,0000,5,01,0080
16001,16001,0,7,0,01,0000,5,01,0080
16002,16002,0,7,0,01,0000,5,01,0080
16003,16003,0,7,0,01,0000,5,01,0080
16004,16004,0,7,0,01,0000,5,01,0080
16005,16005,0,7,0,01,0000,5,01,0080
16006,16006,0,7,0,01,0000,5,01,0080
16007,16007,0,7,0,01,0000,5,01,0080
16008,16008,0,7,0,01,0000,5,01,0080
16009,16009,0,7,0,01,0000,5,01,0080
16010,16010,0,7,0,01,0000,5,01,0080
16011,16011,0,7,0,01,0000,5,01,0080
16012,16012,0,7,0,01,0000,5,01,0080
16013,16013,0,7,0,01,0000,5,01,0080
16014,16014,0,7,0,01,0000,5,01,0080
16015,16015,0,7,0,01,0000,5,01,0080
16016,16016,0,7,0,01,0000,5,01,0080
16017,16017,0,7,0,01,0000,5,01,0080
16018,16018,0,7,0,01,0000,5,01,0080
16019,16019,0,7,0,01,0000,5,01,0080
16020,16020,0,7,0,01,0000,5,01,0080
16021,16021,0,7,0,01,0000,5,01,0080
16022,16022,0,7,0,01,0000,5,01,0080
16023,16023,0,7,0,01,0000,5,01,0080
16024,16024,0,7,0,01,0000,5,01,0080
16025,16025,0,7,0,01,0000,5,01,0080
16026,16026,0,7,0,01,0000,5,01,0080
16027,16027,0,7,0,01,0000,5,01,0080
16028,16028,0,7,0,01,0000,5,01,0080
16029,16029,0,7,0,01,0000,5,01,0080
16030,16030,0,7,0,01,0000,5,01,0080
16031,16031,0,7,0,01,0000,5,01,0080
16032,16032,0,7,0,01,0000,5,01,0080
16033,16033,0,7,0,01,0000,5,01,0080
16034,16034,0,7,0,01,0000,5,01,0080
16035,16035,0,7,0,01,0000,5,01,0080
16036,16036,0,7,0,01,0000,5,01,0080
16037,16037,0,7,0,01,0000,5,01,0080
16038,16038,0,7,0,01,0000,5,01,0080
16039,16039,0,7,0,01,0000,5,01,0080
16040,16040,0,7,0,01,0000,5,01,0080
16041,16041,0,7,0,01,0000,5,01,0080
16042,16042,0,7,0,01,0000,5,01,0080
16043,16043,0,7,0,01,0000,5,01,0080
16044,16044,0,7,0,01,0000,5,01,0080
16045,16045,0,7,0,01,0000,5,01,0080
16046,16046,0,7,0,01,0000,5,01,0080
16047,16047,0,7,0,01,0000,5,01,0080
16048,16048,0,7,0,01,0000,5,01,0080
16049,16049,0,7,0,01,0000,5,01,0080
16050,16050,0,7,0,01,0000,5,01,0080
16051,16051,0,7,0,01,0000,5,01,0080
16052,16052,0,7,0,01,0000,5,01,0080
16053,16053,0,7,0,01,0000,5,01,0080
16054,16054,0,7,0,01,0000,5,01,0080
16055,16055,0,7,0,01,0000,5,01,0080
16056,16056,0,7,0,01,0000,5,01,0080
16057,16057,0,7,0,01,0000,5,01,0080
16058,16058,0,7,0,01,0000,5,01,0080
16059,16059,0,7,0,01,0000,5,01,0080
16060,16060,0,7,0,01,0000,5,01,0080
16061,16061,0,7,0,01,0000,5,01,0080
16062,16062,0,7,0,01,0000,5,01,0080
16063,16063,0,7,0,01,0000,5,01,0080
16064,16064,0,7,0,01,0000,5,01,0080
16065,16065,0,7,0,01,0000,5,01,0080
16066,16066,0,7,0,01,0000,5,01,0080
16067,16067,0,7,0,01,0000,5,01,0080
16068,16068,0,7,0,01,0000,5,01,0080
16069,16069,0,7,0,01,0000,5,01,0080
16070,16070,0,7,0,01,0000,5,01,0080
16071,16071,0,7,0,01,0000,5,01,0080
16072,16072,0,7,0,01,0000,5,01,0080
16073,16073,0,7,0,01,0000,5,01,0080
16074,16074,0,7,0,01,0000,5,01,0080
16075,16075,0,7,0,01,0000,5,01,0080
16076,16076,0,7,0,01,0000,5,01,0080
16077,16077,0,7,0,01,0000,5,01,0080
16078,16078,0,7,0,01,0000,5,01,0080
16079,16079,0,7,0,01,0000,5,01,0080
16080,16080,0,7,0,01,0000,5,01,0080
16081,16081,0,7,0,01,0000,5,01,0080
16082,16082,0,7,0,01,0000,5,01,0080
16083,16083,0,7,0,01,0000,5,01,0080
16084,16084,0,7,0,01,0000,5,01,0080
16085,16085,0,7,0,01,0000,5,01,0080
16086,16086,0,7,0,01,0000,5,01,0080
16087,16087,0,7,0,01,0000,5,01,0080
16088,16088,0,7,0,01,0000,5,01,0080
16089,16089,0,7,0,01,0000,5,01,0080
16090,16090,0,7,0,01,0000,5,01,0080
16091,16091,0,7,0,01,0000,5,01,0080
16092,16092,0,7,0,01,0000,5,01,0080
16093,16093,0,7,0,01,0000,5,01,0080
16094,16094,0,7,0,01,0000,5,01,0080
16095,16095,0,7,0,01,0000,5,01,0080
16096,16096,0,7,0,01,0000,5,01,0080
16097,16097,0,7,0,01,0000,5,01,0080
16098,16098,0,7,0,01,0000,5,01,0080
16099,16099,0,7,0,01,0000,5,01,0080
16100,16100,0,7,0,01,0000,5,01,0080
16101,16101,0,7,0,01,0000,5,01,0080
16102,16102,0,7,0,01,0000,5,01,0080
16103,16103,0,7,0,01,0000,5,01,0080
16104,16104,0,7,0,01,0000,5,01,0080
16105,16105,0,7,0,01,0000,5,01,0080
16106,16106,0,7,0,01,0000,5,01,0080
16107,16107,0,7,0,01,0000,5,01,0080
16108,16108,0,7,0,01,0000,5,01,0080
16109,16109,0,7,0,01,0000,5,01,0080
16110,16110,0,7,0,01,0000,5,01,0080
16111,16111,0,7,0,01,0000,5,01,0080
16112,16112,0,7,0,01,0000,5,01,0080
16113,16113,0,7,0,01,0000,5,01,0080
16114,16114,0,7,0,01,0000,5,01,0080
16115,16115,0,7,0,01,0000,5,01,0080
16116,16116,0,7,0,01,0000,5,01,0080
16117,16117,0,7,0,01,0000,5,01,0080
16118,16118,0,7,0,01,0000,5,01,0080
16119,16119,0,7,0,01,0000,5,01,0080
16120,16120,0,7,0,01,0000,5,01,0080
16121,16121,0,7,0,01,0000,5,01,0080
16122,16122,0,7,0,01,0000,5,01,0080
16123,16123,0,7,0,01,0000,5,01,0080
16124,16124,0,7,0,01,0000,5,01,0080
16125,16125,0,7,0,01,0000,5,01,0080
16126,16126,0,7,0,01,0000,5,01,0080
16127,16127,0,7,0,01,0000,5,01,0080
16128,16128,0,7,0,01,0000,5,01,0080
16129,16129,0,7,0,01,0000,5,01,0080
16130,16130,0,7,0,01,0000,5,01,0080
16131,16131,0,7,0,01,0000,5,01,0080
16132,16132,0,7,0,01,0000,5,01,0080
16133,16133,0,7,0,01,0000,5,01,0080
16134,16134,0,7,0,01,0000,5,01,0080
16135,16135,0,7,0,01,0000,5,01,0080
16136,16136,0,7,0,01,0000,5,01,0080
16137,16137,0,7,0,01,0000,5,01,0080
16138,16138,0,7,0,01,0000,5,01,0080
16139,16139,0,7,0,01,0000,5,01,0080
16140,16140,0,7,0,01,0000,5,01,0080
16141,16141,0,7,0,01,0000,5,01,0080
16142,16142,0,7,0,01,0000,5,01,0080
16143,16143,0,7,0,01,0000,5,01,0080
16144,16144,0,7,0,01,0000,5,01,0080
16145,16145,0,7,0,01,0000,5,01,0080
16146,16146,0,7,0,01,0000,5,01,0080
16147,16147,0,7,0,01,0000,5,01,0080
16148,16148,0,7,0,01,0000,5,01,0080
16149,16149,0,7,0,01,0000,5,01,0080
16150,16150,0,7,0,01,0000,5,01,0080
16151,16151,0,7,0,01,0000,5,01,0080
16152,16152,0,7,0,01,0000,5,01,0080
16153,16153,0,7,0,01,0000,5,01,0080
16154,16154,0,7,0,01,0000,5,01,0080
16155,16155,0,7,0,01,0000,5,01,0080
16156,16156,0,7,0,01,0000,5,01,0080
16157,16157,0,7,0,01,0000,5,01,0080
16158,16158,0,7,0,01,0000,5,01,0080
16159,16159,0,7,0,01,0000,5,01,0080
16160,16160,0,7,0,01,0000,5,01,0080
16161,16161,0,7,0,01,0000,5,01,0080
16162,16162,0,7,0,01,0000,5,01,0080
16163,16163,0,7,0,01,0000,5,01,0080
16164,16164,0,7,0,01,0000,5,01,0080
16165,16165,0,7,0,01,0000,5,01,0080
16166,16166,0,7,0,01,0000,5,01,0080
16167,16167,0,7,0,01,0000,5,01,0080
16168,16168,0,7,0,01,0000,5,01,0080
16169,16169,0,7,0,01,0000,5,01,0080
16170,16170,0,7,0,01,0000,5,01,0080
16171,16171,0,7,0,01,0000,5,01,0080
16172,16172,0,7,0,01,0000,5,01,0080
16173,16173,0,7,0,01,0000,5,01,0080
16174,16174,0,7,0,01,0000,5,01,0080
16175,16175,0,7,0,01,0000,5,01,0080
16176,16176,0,7,0,01,0000,5,01,0080
16177,16177,0,7,0,01,0000,5,01,0080
16178,16178,0,7,0,01,0000,5,01,0080
16179,16179,0,7,0,01,0000,5,01,0080
16180,16180,0,7,0,01,0000,5,01,0080
16181,16181,0,7,0,01,0000,5,01,0080
16182,16182,0,7,0,01,0000,5,01,0080
16183,16183,0,7,0,01,0000,5,01,0080
16184,16184,0,7,0,01,0000,5,01,0080
16185,16185,0,7,0,01,0000,5,01,0080
16186,16186,0,7,0,01,0000,5,01,0080
16187,16187,0,7,0,01,0000,5,01,0080
16188,16188,0,7,0,01,0000,5,01,0080
16189,16189,0,7,0,01,0000,5,01,0080
16190,16190,0,7,0,01,0000,5,01,0080
16191,16191,0,7,0,01,0000,5,01,0080
16192,16192,0,7,0,01,0000,5,01,0080
16193,16193,0,7,0,01,0000,5,01,0080
16194,16194,0,7,0,01,0000,5,01,0080
16195,16195,0,7,0,01,0000,5,01,0080
16196,16196,0,7,0,01,0000,5,01,0080
16197,16197,0,7,0,01,0000,5,01,0080
16198,16198,0,7,0,01,0000,5,01,0080
16199,16199,0,7,0,01,0000,5,01,0080
16200,16200,0,7,0,01,0000,5,01,0080
16201,16201,0,7,0,01,0000,5,01,0080
16202,16202,0,7,0,01,0000,5,01,0080
16203,16203,0,7,0,01,0000,5,01,0080
16204,16204,0,7,0,01,0000,5,01,0080
16205,16205,0,7,0,01,0000,5,01,0080
16206,16206,0,7,0,01,0000,5,01,0080
16207,16207,0,7,0,01,0000,5,01,0080
16208,16208,0,7,0,01,0000,5,01,0080
16209,16209,0,7,0,01,0000,5,01,0080
16210,16210,0,7,0,01,0000,5,01,0080
16211,16211,0,7,0,01,0000,5,01,0080
16212,16212,0,7,0,01,0000,5,01,0080
16213,16213,0,7,0,01,0000,5,01,0080
16214,16214,0,7,0,01,0000,5,01,0080
16215,16215,0,7,0,01,0000,5,01,0080
16216,16216,0,7,0,01,0000,5,01,0080
16217,16217,0,7,0,01,0000,5,01,0080
16218,16218,0,7,0,01,0000,5,01,0080
16219,16219,0,7,0,01,0000,5,01,0080
16220,16220,0,7,0,01,0000,5,01,0080
16221,16221,0,7,0,01,0000,5,01,0080
16222,16222,0,7,0,01,0000,5,01,0080
16223,16223,0,7,0,01,0000,5,01,0080
16224,16224,0,7,0,01,0000,5,01,0080
16225,16225,0,7,0,01,0000,5,01,0080
16226,16226,0,7,0,01,0000,5,01,0080
16227,16227,0,7,0,01,0000,5,01,0080
16228,16228,0,7,0,01,0000,5,01,0080
16229,16229,0,7,0,01,0000,5,01,0080
16230,16230,0,7,0,01,0000,5,01,0080
16231,16231,0,7,0,01,0000,5,01,0080
16232,16232,0,7,0,01,0000,5,01,0080
16233,16233,0,7,0,01,0000,5,01,0080
16234,16234,0,7,0,01,0000,5,01,0080
16235,16235,0,7,0,01,0000,5,01,0080
16236,16236,0,7,0,01,0000,5,01,0080
16237,16237,0,7,0,01,0000,5,01,0080
16238,16238,0,7,0,01,0000,5,01,0080
16239,16239,0,7,0,01,0000,5,01,0080
16240,16240,0,7,0,01,0000,5,01,0080
16241,16241,0,7,0,01,0000,5,01,0080
16242,16242,0,7,0,01,0000,5,01,0080
16243,16243,0,7,0,01,0000,5,01,0080
16244,16244,0,7,0,01,0000,5,01,0080
16245,16245,0,7,0,01,0000,5,01,0080
16246,16246,0,7,0,01,0000,5,01,0080
16247,16247,0,7,0,01,0000,5,01,0080
16248,16248,0,7,0,01,0000,5,01,0080
16249,16249,0,7,0,01,0000,5,01,0080
16250,16250,0,7,0,01,0000,5,01,0080
16251,16251,0,7,0,01,0000,5,01,0080
16252,16252,0,7,0,01,0000,5,01,0080
16253,16253,0,7,0,01,0000,5,01,0080
16254,16254,0,7,0,01,0000,5,01,0080
16255,16255,0,7,0,01,0000,5,01,0080
16256,16256,0,7,0,01,0000,5,01,0080
16257,16257,0,7,0,01,0000,5,01,0080
16258,16258,0,7,0,01,0000,5,01,0080
16259,16259,0,7,0,01,0000,5,01,0080
16260,16260,0,7,0,01,0000,5,01,0080
16261,16261,0,7,0,01,0000,5,01,0080
16262,16262,0,7,0,01,0000,5,01,0080
16263,16263,0,7,0,01,0000,5,01,0080
16264,16264,0,7,0,01,0000,5,01,0080
16265,16265,0,7,0,01,0000,5,01,0080
16266,16266,0,7,0,01,0000,5,01,0080
16267,16267,0,7,0,01,0000,5,01,0080
16268,16268,0,7,0,01,0000,5,01,0080
16269,16269,0,7,0,01,0000,5,01,0080
16270,16270,0,7,0,01,0000,5,01,0080
16271,16271,0,7,0,01,0000,5,01,0080
16272,16272,0,7,0,01,0000,5,01,0080
16273,16273,0,7,0,01,0000,5,01,0080
16274,16274,0,7,0,01,0000,5,01,0080
16275,16275,0,7,0,01,0000,5,01,0080
16276,16276,0,7,0,01,0000,5,01,0080
16277,16277,0,7,0,01,0000,5,01,0080
16278,16278,0,7,0,01,0000,5,01,0080
16279,16279,0,7,0,01,0000,5,01,0080
16280,16280,0,7,0,01,0000,5,01,0080
16281,16281,0,7,0,01,0000,5,01,0080
16282,16282,0,7,0,01,0000,5,01,0080
16283,16283,0,7,0,01,0000,5,01,0080
16284,16284,0,7,0,01,0000,5,01,0080
16285,16285,0,7,0,01,0000,5,01,0080
16286,16286,0,7,0,01,0000,5,01,0080
16287,16287,0,7,0,01,0000,5,01,0080
16288,16288,0,7,0,01,0000,5,01,0080
16289,16289,0,7,0,01,0000,5,01,0080
16290,16290,0,7,0,01,0000,5,01,0080
16291,16291,0,7,0,01,0000,5,01,0080
16292,16292,0,7,0,01,0000,5,01,0080
16293,16293,0,7,0,01,0000,5,01,0080
16294,16294,0,7,0,01,0000,5,01,0080
16295,16295,0,7,0,01,0000,5,01,0080
16296,16296,0,7,0,01,0000,5,01,0080
16297,16297,0,7,0,01,0000,5,01,0080
16298,16298,0,7,0,01,0000,5,01,0080
16299,16299,0,7,0,01,0000,5,01,0080
16300,16300,0,7,0,01,0000,5,01,0080
16301,16301,0,7,0,01,0000,5,01,0080
16302,16302,0,7,0,01,0000,5,01,0080
16303,16303,0,7,0,01,0000,5,01,0080
16304,16304,0,7,0,01,0000,5,01,0080
16305,16305,0,7,0,01,0000,5,01,0080
16306,16306,0,7,0,01,0000,5,01,0080
16307,16307,0,7,0,01,0000,5,01,0080
16308,16308,0,7,0,01,0000,5,01,0080
16309,16309,0,7,0,01,0000,5,01,0080
16310,16310,0,7,0,01,0000,5,01,0080
16311,16311,0,7,0,01,0000,5,01,0080
16312,16312,0,7,0,01,0000,5,01,0080
16313,16313,0,7,0,01,0000,5,01,0080
16314,16314,0,7,0,01,0000,5,01,0080
16315,16315,0,7,0,01,0000,5,01,0080
16316,16316,0,7,0,01,0000,5,01,0080
16317,16317,0,7,0,01,0000,5,01,0080
16318,16318,0,7,0,01,0000,5,01,0080
16319,16319,0,7,0,01,0000,5,01,0080
16320,16320,0,7,0,01,0000,5,01,0080
16321,16321,0,7,0,01,0000,5,01,0080
16322,16322,0,7,0,01,0000,5,01,0080
16323,16323,0,7,0,01,0000,5,01,0080
16324,16324,0,7,0,01,0000,5,01,0080
16325,16325,0,7,0,01,0000,5,01,0080
16326,16326,0,7,0,01,0000,5,01,0080
16327,16327,0,7,0,01,0000,5,01,0080
16328,16328,0,7,0,01,0000,5,01,0080
16329,16329,0,7,0,01,0000,5,01,0080
16330,16330,0,7,0,01,0000,5,01,0080
16331,16331,0,7,0,01,0000,5,01,0080
16332,16332,0,7,0,01,0000,5,01,0080
16333,16333,0,7,0,01,0000,5,01,0080
16334,16334,0,7,0,01,0000,5,01,0080
16335,16335,0,7,0,01,0000,5,01,0080
16336,16336,0,7,0,01,0000,5,01,0080
16337,16337,0,7,0,01,0000,5,01,0080
16338,16338,0,7,0,01,0000,5,01,0080
16339,16339,0,7,0,01,0000,5,01,0080
16340,16340,0,7,0,01,0000,5,01,0080
16341,16341,0,7,0,01,0000,5,01,0080
16342,16342,0,7,0,01,0000,5,01,0080
16343,16343,0,7,0,01,0000,5,01,0080
16344,16344,0,7,0,01,0000,5,01,0080
16345,16345,0,7,0,01,0000,5,01,0080
16346,16346,0,7,0,01,0000,5,01,0080
16347,16347,0,7,0,01,0000,5,01,0080
16348,16348,0,7,0,01,0000,5,01,0080
16349,16349,0,7,0,01,0000,5,01,0080
16350,16350,0,7,0,01,0000,5,01,0080
16351,16351,0,7,0,01,0000,5,01,0080
16352,16352,0,7,0,01,0000,5,01,0080
16353,16353,0,7,0,01,0000,5,01,0080
16354,16354,0,7,0,01,0000,5,01,0080
16355,16355,0,7,0,01,0000,5,01,0080
16356,16356,0,7,0,01,0000,5,01,0080
16357,16357,0,7,0,01,0000,5,01,0080
16358,16358,0,7,0,01,0000,5,01,0080
16359,16359,0,7,0,01,0000,5,01,0080
16360,16360,0,7,0,01,0000,5,01,0080
16361,16361,0,7,0,01,0000,5,01,0080
16362,16362,0,7,0,01,0000,5,01,0080
16363,16363,0,7,0,01,0000,5,01,0080
16364,16364,0,7,0,01,0000,5,01,0080
16365,16365,0,7,0,01,0000,5,01,0080
16366,16366,0,7,0,01,0000,5,01,0080
16367,16367,0,7,0,01,0000,5,01,0080
16368,16368,0,7,0,01,0000,5,01,0080
16369,16369,0,7,0,01,0000,5,01,0080
16370,16370,0,7,0,01,0000,5,01,0080
16371,16371,0,7,0,01,0000,5,01,0080
16372,16372,0,7,0,01,0000,5,01,0080
16373,16373,0,7,0,01,0000,5,01,0080
16374,16374,0,7,0,01,0000,5,01,0080
16375,16375,0,7,0,01,0000,5,01,0080
16376,16376,0,7,0,01,0000,5,01,0080
16377,16377,0,7,0,01,0000,5,01,0080
16378,16378,0,7,0,01,0000,5,01,0080
16379,16379,0,7,0,01,0000,5,01,0080
16380,16380,0,7,0,01,0000,5,01,0080
16381,16381,0,7,0,01,0000,5,01,0080
16382,16382,0,7,0,01,0000,5,01,0080
16383,16383,0,7,0,01,0000,5,01,0080
16384,16384,1,7,0,01,0000,5,01,0080
16385,16385,0,7,0,01,0000,5,01,0080
16386,16386,0,7,0,01,0000,5,01,0080
16387,16387,0,7,0,01,0000,5,01,0080
16388,16388,0,7,0,01,0000,5,01,0080
16389,16389,0,7,0,01,0000,5,01,0080
16390,16390,0,7,0,01,0000,5,01,0080
16391,16391,0,7,0,01,0000,5,01,0080
16392,16392,0,7,0,01,0000,5,01,0080
16393,16393,0,7,0,01,0000,5,01,0080
16394,16394,0,7,0,01,0000,5,01,0080
16395,16395,0,7,0,01,0000,5,01,0080
16396,16396,0,7,0,01,0000,5,01,0080
16397,16397,0,7,0,01,0000,5,01,0080
16398,16398,0,7,0,01,0000,5,01,0080
16399,16399,0,7,0,01,0000,5,01,0080
16400,16400,0,7,0,01,0000,5,01,0080
16401,16401,0,7,0,01,0000,5,01,0080
16402,16402,0,7,0,01,0000,5,01,0080
16403,16403,0,7,0,01,0000,5,01,0080
16404,16404,0,7,0,01,0000,5,01,0080
16405,16405,0,7,0,01,0000,5,01,0080
16406,16406,0,7,0,01,0000,5,01,0080
16407,16407,0,7,0,01,0000,5,01,0080
16408,16408,0,7,0,01,0000,5,01,0080
16409,16409,0,7,0,01,0000,5,01,0080
16410,16410,0,7,0,01,0000,5,01,0080
16411,16411,0,7,0,01,0000,5,01,0080
16412,16412,0,7,0,01,0000,5,01,0080
16413,16413,0,7,0,01,0000,5,01,0080
16414,16414,0,7,0,01,0000,5,01,0080
16415,16415,0,7,0,01,0000,5,01,0080
16416,16416,0,7,0,01,0000,5,01,0080
16417,16417,0,7,0,01,0000,5,01,0080
16418,16418,0,7,0,01,0000,5,01,0080
16419,16419,0,7,0,01,0000,5,01,0080
16420,16420,0,7,0,01,0000,5,01,0080
16421,16421,0,7,0,01,0000,5,01,0080
16422,16422,0,7,0,01,0000,5,01,0080
16423,16423,0,7,0,01,0000,5,01,0080
16424,16424,0,7,0,01,0000,5,01,0080
16425,16425,0,7,0,01,0000,5,01,0080
16426,16426,0,7,0,01,0000,5,01,0080
16427,16427,0,7,0,01,0000,5,01,0080
16428,16428,0,7,0,01,0000,5,01,0080
16429,16429,0,7,0,01,0000,5,01,0080
16430,16430,0,7,0,01,0000,5,01,0080
16431,16431,0,7,0,01,0000,5,01,0080
16432,16432,0,7,0,01,0000,5,01,0080
16433,16433,0,7,0,01,0000,5,01,0080
16434,16434,0,7,0,01,0000,5,01,0080
16435,16435,0,7,0,01,0000,5,01,0080
16436,16436,0,7,0,01,0000,5,01,0080
16437,16437,0,7,0,01,0000,5,01,0080
16438,16438,0,7,0,01,0000,5,01,0080
16439,16439,0,7,0,01,0000,5,01,0080
16440,16440,0,7,0,01,0000,5,01,0080
16441,16441,0,7,0,01,0000,5,01,0080
16442,16442,0,7,0,01,0000,5,01,0080
16443,16443,0,7,0,01,0000,5,01,0080
16444,16444,0,7,0,01,0000,5,01,0080
16445,16445,0,7,0,01,0000,5,01,0080
16446,16446,0,7,0,01,0000,5,01,0080
16447,16447,0,7,0,01,0000,5,01,0080
16448,16448,0,7,0,01,0000,5,01,0080
16449,16449,0,7,0,01,0000,5,01,0080
16450,16450,0,7,0,01,0000,5,01,0080
16451,16451,0,7,0,01,0000,5,01,0080
16452,16452,0,7,0,01,0000,5,01,0080
16453,16453,0,7,0,01,0000,5,01,0080
16454,16454,0,7,0,01,0000,5,01,0080
16455,16455,0,7,0,01,0000,5,01,0080
16456,16456,0,7,0,01,0000,5,01,0080
16457,16457,0,7,0,01,0000,5,01,0080
16458,16458,0,7,0,01,0000,5,01,0080
16459,16459,0,7,0,01,0000,5,01,0080
16460,16460,0,7,0,01,0000,5,01,0080
16461,16461,0,7,0,01,0000,5,01,0080
16462,16462,0,7,0,01,0000,5,01,0080
16463,16463,0,7,0,01,0000,5,01,0080
16464,16464,0,7,0,01,0000,5,01,0080
16465,16465,0,7,0,01,0000,5,01,0080
16466,16466,0,7,0,01,0000,5,01,0080
16467,16467,0,7,0,01,0000,5,01,0080
16468,16468,0,7,0,01,0000,5,01,0080
16469,16469,0,7,0,01,0000,5,01,0080
16470,16470,0,7,0,01,0000,5,01,0080
16471,16471,0,7,0,01,0000,5,01,0080
16472,16472,0,7,0,01,0000,5,01,0080
16473,16473,0,7,0,01,0000,5,01,0080
16474,16474,0,7,0,01,0000,5,01,0080
16475,16475,0,7,0,01,0000,5,01,0080
16476,16476,0,7,0,01,0000,5,01,0080
16477,16477,0,7,0,01,0000,5,01,0080
16478,16478,0,7,0,01,0000,5,01,0080
16479,16479,0,7,0,01,0000,5,01,0080
16480,16480,0,7,0,01,0000,5,01,0080
16481,16481,0,7,0,01,0000,5,01,0080
16482,16482,0,7,0,01,0000,5,01,0080
16483,16483,0,7,0,01,0000,5,01,0080
16484,16484,0,7,0,01,0000,5,01,0080
16485,16485,0,7,0,01,0000,5,01,0080
16486,16486,0,7,0,01,0000,5,01,0080
16487,16487,0,7,0,01,0000,5,01,0080
16488,16488,0,7,0,01,0000,5,01,0080
16489,16489,0,7,0,01,0000,5,01,0080
16490,16490,0,7,0,01,0000,5,01,0080
16491,16491,0,7,0,01,0000,5,01,0080
16492,16492,0,7,0,01,0000,5,01,0080
16493,16493,0,7,0,01,0000,5,01,0080
16494,16494,0,7,0,01,0000,5,01,0080
16495,16495,0,7,0,01,0000,5,01,0080
16496,16496,0,7,0,01,0000,5,01,0080
16497,16497,0,7,0,01,0000,5,01,0080
16498,16498,0,7,0,01,0000,5,01,0080
16499,16499,0,7,0,01,0000,5,01,0080
16500,16500,0,7,0,01,0000,5,01,0080
16501,16501,0,7,0,01,0000,5,01,0080
16502,16502,0,7,0,01,0000,5,01,0080
16503,16503,0,7,0,01,0000,5,01,0080
16504,16504,0,7,0,01,0000,5,01,0080
16505,16505,0,7,0,01,0000,5,01,0080
16506,16506,0,7,0,01,0000,5,01,0080
16507,16507,0,7,0,01,0000,5,01,0080
16508,16508,0,7,0,01,0000,5,01,0080
16509,16509,0,7,0,01,0000,5,01,0080
16510,16510,0,7,0,01,0000,5,01,0080
16511,16511,0,7,0,01,0000,5,01,0080
16512,16512,0,7,0,01,0000,5,01,0080
16513,16513,0,7,0,01,0000,5,01,0080
16514,16514,0,7,0,01,0000,5,01,0080
16515,16515,0,7,0,01,0000,5,01,0080
16516,16516,0,7,0,01,0000,5,01,0080
16517,16517,0,7,0,01,0000,5,01,0080
16518,16518,0,7,0,01,0000,5,01,0080
16519,16519,0,7,0,01,0000,5,01,0080
16520,16520,0,7,0,01,0000,5,01,0080
16521,16521,0,7,0,01,0000,5,01,0080
16522,16522,0,7,0,01,0000,5,01,0080
16523,16523,0,7,0,01,0000,5,01,0080
16524,16524,0,7,0,01,0000,5,01,0080
16525,16525,0,7,0,01,0000,5,01,0080
16526,16526,0,7,0,01,0000,5,01,0080
16527,16527,0,7,0,01,0000,5,01,0080
16528,16528,0,7,0,01,0000,5,01,0080
16529,16529,0,7,0,01,0000,5,01,0080
16530,16530,0,7,0,01,0000,5,01,0080
16531,16531,0,7,0,01,0000,5,01,0080
16532,16532,0,7,0,01,0000,5,01,0080
16533,16533,0,7,0,01,0000,5,01,0080
16534,16534,0,7,0,01,0000,5,01,0080
16535,16535,0,7,0,01,0000,5,01,0080
16536,16536,0,7,0,01,0000,5,01,0080
16537,16537,0,7,0,01,0000,5,01,0080
16538,16538,0,7,0,01,0000,5,01,0080
16539,16539,0,7,0,01,0000,5,01,0080
16540,16540,0,7,0,01,0000,5,01,0080
16541,16541,0,7,0,01,0000,5,01,0080
16542,16542,0,7,0,01,0000,5,01,0080
16543,16543,0,7,0,01,0000,5,01,0080
16544,16544,0,7,0,01,0000,5,01,0080
16545,16545,0,7,0,01,0000,5,01,0080
16546,16546,0,7,0,01,0000,5,01,0080
16547,16547,0,7,0,01,0000,5,01,0080
16548,16548,0,7,0,01,0000,5,01,0080
16549,16549,0,7,0,01,0000,5,01,0080
16550,16550,0,7,0,01,0000,5,01,0080
16551,16551,0,7,0,01,0000,5,01,0080
16552,16552,0,7,0,01,0000,5,01,0080
16553,16553,0,7,0,01,0000,5,01,0080
16554,16554,0,7,0,01,0000,5,01,0080
16555,16555,0,7,0,01,0000,5,01,0080
16556,16556,0,7,0,01,0000,5,01,0080
16557,16557,0,7,0,01,0000,5,01,0080
16558,16558,0,7,0,01,0000,5,01,0080
16559,16559,0,7,0,01,0000,5,01,0080
16560,16560,0,7,0,01,0000,5,01,0080
16561,16561,0,7,0,01,0000,5,01,0080
16562,16562,0,7,0,01,0000,5,01,0080
16563,16563,0,7,0,01,0000,5,01,0080
16564,16564,0,7,0,01,0000,5,01,0080
16565,16565,0,7,0,01,0000,5,01,0080
16566,16566,0,7,0,01,0000,5,01,0080
16567,16567,0,7,0,01,0000,5,01,0080
16568,16568,0,7,0,01,0000,5,01,0080
